Date,SP500_Adj_Close,SP500_1_day_return_forward,time_in_days,days_elapsed,log_SP500_Adj_Close,which_split,prior_estimated_log_fair_value,prior_estimated_ou_exponent,posterior_estimated_log_fair_value,posterior_estimated_ou_exponent,prior_variance_log_fair_value,prior_variance_ou_exponent,prior_covariance_log_fair_value_ou_exponent
2015-07-24,208.0,-0.0058173076923077,0,,5.337538079701318,train,5.337538079701318,0.0,5.338308969331393,-0.0007708896300755441,-1.0,-1.0,-1.0
2015-07-27,206.79,0.0122829924077567,3,3.0,5.33170378556567,train,5.339316368103027,-0.0005697451997548342,5.333724498748779,-0.002020727377384901,0.3150797486305237,0.16362829506397247,-0.11055956780910492
2015-07-28,209.33,0.0068790904313762,4,1.0,5.343911954106429,train,5.334060192108154,-0.001826994470320642,5.369261741638184,-0.02534971386194229,0.1579878330230713,0.12489654123783112,-0.13815169036388397
2015-07-29,210.77,0.0002372254115861,5,1.0,5.350767491548956,train,5.369597434997559,-0.022919364273548126,5.379425048828125,-0.02865740656852722,0.1034913882613182,0.0803486630320549,-0.08887999504804611
2015-07-30,210.82,-0.0015178825538373,6,1.0,5.351004688827043,train,5.3797607421875,-0.025909937918186188,5.37399959564209,-0.022994831204414368,0.07367061823606491,0.05597177520394325,-0.0619182251393795
2015-07-31,210.5,-0.0033729216152019,7,1.0,5.349485653122436,train,5.374335289001465,-0.020790250971913338,5.367147922515869,-0.017662080004811287,0.05517427250742912,0.04085201770067215,-0.04519516974687576
2015-08-03,209.79,-0.0019543352876686,10,3.0,5.346107030383885,train,5.368155002593994,-0.013053600676357746,5.355531215667725,-0.009424245916306973,0.053383566439151764,0.0206769946962595,-0.027980362996459007
2015-08-04,209.38,0.0032954436908969,11,1.0,5.344150782891209,train,5.3558669090271,-0.008520715869963169,5.35174036026001,-0.007589597720652819,0.02302286960184574,0.01457000058144331,-0.016126221045851707
2015-08-05,210.07,-0.0081877469414957,12,1.0,5.347440808507589,train,5.352076053619385,-0.006861960981041193,5.354824542999268,-0.007383502554148436,0.019409330561757088,0.01161612756550312,-0.012859120965003967
2015-08-06,208.35,-0.001919846412287,13,1.0,5.339219357868463,train,5.355160236358643,-0.006675624754279852,5.344139099121094,-0.0049196211621165276,0.016617825254797935,0.009334222413599491,-0.010335246101021767
2015-08-07,207.95,0.0125991824957922,14,1.0,5.33729766618892,train,5.344474792480469,-0.004447963088750839,5.341324329376221,-0.004026730544865131,0.014437314122915268,0.007551775313913822,-0.008363788016140461
2015-08-10,210.57,-0.0090231277010021,17,3.0,5.34981813941044,train,5.342331409454346,-0.002976055722683668,5.353773593902588,-0.003955651540309191,0.023304909467697144,0.004247077275067568,-0.005749979056417942
2015-08-11,208.67,0.0011980639286912,18,1.0,5.340754056745293,train,5.354109287261963,-0.0035764118656516075,5.343626499176025,-0.002872688230127096,0.009399183094501495,0.0034333746880292892,-0.0038086757995188236
2015-08-12,208.92,-0.00124449550067,19,1.0,5.341951403568098,train,5.3439621925354,-0.002597275422886014,5.344583988189697,-0.002632702235132456,0.008699184283614159,0.0028611645102500916,-0.003175789024680853
2015-08-13,208.66,0.0036422888910188,20,1.0,5.3407061330398236,train,5.344919681549072,-0.0023802975192666054,5.342993259429932,-0.002286698203533888,0.008134977892041206,0.0023999556433409452,-0.002665674313902855
