Date,SP500_Adj_Close,SP500_1_day_return_forward,time_in_days,days_elapsed,log_SP500_Adj_Close,prior_estimated_log_fair_value,prior_estimated_ou_exponent,posterior_estimated_log_fair_value,posterior_estimated_ou_exponent
2008-12-01,82.11,0.0384849592010716,334,5.0,4.4080598117206975,4.489756107330322,-0.0001612713822396472,4.407501220703125,0.0005580573924817145
2008-12-02,85.27,0.0240412806379735,335,1.0,4.445822692753958,4.407739162445068,0.0005045549478381872,4.445720672607422,0.00010223081335425377
2008-12-03,87.32,-0.0231333027943196,336,1.0,4.4695795316817435,4.445958614349365,9.242966916644946e-05,4.469738960266113,-0.00015946515486575663
2008-12-04,85.3,0.0308323563892145,337,1.0,4.446174454497633,4.469976902008057,-0.0001441767963115126,4.446065425872803,0.00010910353739745915
2008-12-09,89.5,0.0068156424581005,342,5.0,4.4942386252808095,4.447255611419678,6.591536657651886e-05,4.494586944580078,-0.0003480036975815892
2008-12-11,87.94,0.0119399590629973,344,2.0,4.476654763752664,4.495062828063965,-0.0002844742557499558,4.476754665374756,-9.984361531678587e-05
2008-12-17,90.99,-0.0186833717990986,350,6.0,4.5107496103686,4.478182792663574,-5.453781341202557e-05,4.511078834533691,-0.00032933393958956003
2008-12-18,89.29,-0.0123194086683839,351,1.0,4.491889499529125,4.511316776275635,-0.00029775980510748923,4.4919819831848145,-9.294733172282577e-05
2008-12-24,86.66,0.005769674590353,357,6.0,4.461992416311763,4.493410110473633,-5.0770839152392e-05,4.46177864074707,0.00021346754510886967
2008-12-30,88.97,0.0142744745419804,363,6.0,4.488299234256676,4.463206768035889,0.00011660287418635562,4.4883928298950195,-9.379749099025503e-05
2008-12-31,90.24,0.0301418439716312,364,1.0,4.502472787749749,4.488630771636963,-8.480487304041162e-05,4.502707004547119,-0.00023391723516397178
2009-01-07,90.67,0.0041027903385904,371,7.0,4.507226541657965,4.504373073577881,-0.00011552320211194456,4.507365703582764,-0.0001394229184370488
2009-01-08,91.042,-0.0214406537641966,372,1.0,4.511320938502274,4.507603645324707,-0.00012605606752913445,4.51148796081543,-0.00016720678831916302
2009-01-12,86.95,0.0018401380103507,376,4.0,4.465333240800292,4.512440204620361,-0.00011173061648150906,4.465010643005371,0.00032289433875121176
2009-01-20,80.57,0.0431922551818295,384,8.0,4.3891263717891045,4.466915130615234,0.00014417733473237604,4.388382434844971,0.0007442270289175212
2009-01-21,84.05,-0.015466983938132,385,1.0,4.431411859854625,4.388620376586914,0.0006728759617544711,4.431190013885498,0.00022188646835274994
2009-01-23,83.11,0.0068583804596318,387,2.0,4.420165031564935,4.431665897369385,0.0001813802373362705,4.419864654541016,0.00030039960984140635
2009-01-28,87.39,-0.0324979974825495,392,5.0,4.4703808596394525,4.421054840087891,0.00018148771778214723,4.470632553100586,-0.000252100988291204
2009-01-30,82.83,-0.0030182301098635,394,2.0,4.416790314610172,4.471108436584473,-0.00020607897022273391,4.416445255279541,0.00034519011387601495
2009-02-02,82.58,0.0140469847420683,397,3.0,4.413767520457944,4.417159557342529,0.0002551215002313256,4.413476943969727,0.00029050788725726306
2009-02-09,87.1,-0.0458094144661308,404,7.0,4.467056883858457,4.415143013000488,0.00014347126125358045,4.467329978942871,-0.0002732826105784625
2009-02-17,79.22,-0.0023983842464023,412,8.0,4.372228792193771,4.469234466552734,-0.00012202493235236034,4.371604919433594,0.000623962318059057
2009-02-18,79.03,-0.0107427559154751,413,1.0,4.369827527216884,4.371842861175537,0.0005641413736157119,4.369235992431641,0.0005917589296586812
2009-02-23,74.65,0.0379102478231747,418,5.0,4.312810523985199,4.370426177978516,0.000357513694325462,4.311941146850586,0.0008690226823091507
2009-02-25,76.872,-0.0162868144447912,420,2.0,4.342141700974967,4.312417030334473,0.000710379215888679,4.341726779937744,0.00041478959610685706
2009-03-02,70.6,-0.0075070821529745,425,5.0,4.257030144499196,4.342916965484619,0.0002505969023332,4.256019115447998,0.0010105541441589594
2009-03-03,70.07,0.0236905951191666,426,1.0,4.249494742382442,4.256257057189941,0.0009136695880442858,4.248498916625977,0.0009958521695807576
2009-03-04,71.73,-0.04084762303081,427,1.0,4.272909070138343,4.24873685836792,0.0009003771119751036,4.272258281707764,0.0006512253894470632
2009-03-05,68.8,0.0017441860465117,428,1.0,4.231203744939298,4.272496223449707,0.0005887906299903989,4.230166435241699,0.0010371706448495388
2009-03-09,68.11,0.0596094552929085,432,4.0,4.221124045253227,4.231118679046631,0.0006930563249625266,4.220332622528076,0.0007918893243186176
2009-03-13,76.09,-0.0030227362334078,436,4.0,4.331916850188431,4.221284866333008,0.0005291548441164196,4.3324055671691895,-0.0004890417330898345
2009-03-18,79.93,-0.012385837607907,441,5.0,4.381151251637927,4.3335957527160645,-0.0002954566734842956,4.381868839263916,-0.000717617804184556
2009-03-26,83.11,-0.01804836963061,449,8.0,4.420165031564935,4.383773326873779,-0.000320427498081699,4.4207682609558105,-0.0006030937656760216
2009-04-06,83.6,-0.0233253588516745,460,11.0,4.426043520090656,4.423386573791504,-0.00019902615167666227,4.426261901855469,-0.00021836135420016944
2009-04-13,85.83,-0.0172433880927415,467,7.0,4.452368595730128,4.4279279708862305,-0.00010784072219394147,4.452674388885498,-0.00030549883376806974
2009-04-17,87.08,-0.0419154800183738,471,4.0,4.466827236366346,4.45362663269043,-0.00020413988386280835,4.467155456542969,-0.00032812185236252844
2009-04-28,85.57,0.0212691363795722,482,11.0,4.449334754429963,4.469773769378662,-0.00010828304220922291,4.449305057525635,2.936483360826969e-05
2009-04-30,87.42,0.0053763440860215,484,2.0,4.470724089435168,4.4497809410095215,2.4004169972613454e-05,4.470913410186768,-0.0001891743013402447
2009-05-07,90.86,0.023332599603786,491,7.0,4.509319860331257,4.472579479217529,-9.342630073660985e-05,4.50970983505249,-0.00038997805677354336
2009-05-11,91.24,-0.0029592284085926,495,4.0,4.5134933974161875,4.510662078857422,-0.0002605904301162809,4.513782501220703,-0.00028918596217408776
2009-05-29,92.53,0.0242083648546416,513,18.0,4.527532916260939,4.518067359924316,-4.7131310566328466e-05,4.527629375457764,-9.618981857784092e-05
2009-06-01,94.77,0.0008441489922972,516,3.0,4.551452903482104,4.528343677520752,-7.109152647899464e-05,4.551749229431152,-0.0002961633144877851
2009-06-05,94.55,-0.0041248016922262,520,4.0,4.549128795104466,4.552701473236084,-0.00019790171063505113,4.549295902252197,-0.00016668280295562
2009-06-11,94.82,-0.0046403712296984,526,6.0,4.551980357473973,4.550724029541016,-9.104753553401679e-05,4.5520830154418945,-0.00010240053961751983
2009-06-17,91.55,0.0073074822501364,532,6.0,4.51688527112052,4.553511142730713,-5.5934488045750186e-05,4.516633033752441,0.00025214868946932256
2009-06-19,92.04,-0.0299869621903521,534,2.0,4.522223265167165,4.517108917236328,0.00020611796935554594,4.522067546844482,0.0001561095123179257
2009-06-24,90.118,0.021771455203178,539,5.0,4.501119922685738,4.523257732391357,9.431422950001433e-05,4.500829696655273,0.0002904603607021272
2009-07-01,92.33,-0.0272934040940105,546,7.0,4.525369115784536,4.502495765686035,0.0001434477890143171,4.525408744812012,-3.95339448004961e-05
2009-07-02,89.81,-0.0001113461752589,547,1.0,4.497696327682858,4.525646686553955,-3.574372021830641e-05,4.497433185577393,0.0002631392562761903
2009-07-08,88.0,0.0019318181818182,553,6.0,4.477336814478207,4.498861312866211,0.0001437351747881621,4.477010726928711,0.0003262711106799543
2009-07-09,88.17,-0.0023817625042532,554,1.0,4.479266769098936,4.477248668670654,0.0002949906047433615,4.478990077972412,0.0002765448880381882
2009-07-13,90.102,0.0056380546491754,558,4.0,4.500942361926199,4.479942321777344,0.00018479232676327229,4.500949859619141,-7.705995813012123e-06
2009-07-31,98.81,0.0164963060418985,576,18.0,4.593198814206872,4.505234718322754,-1.255917368325754e-06,4.593653678894043,-0.00045489479089155793
2009-08-05,100.41,-0.0051787670550741,581,5.0,4.609261803891345,4.594843864440918,-0.0002748266269918531,4.609666347503662,-0.0004045354144182056
2009-08-07,101.202,-0.0020948202604691,583,2.0,4.617118519503933,4.610142230987549,-0.0003306858998257667,4.617523193359375,-0.0004051440046168864
2009-08-11,99.73,0.0107289682141782,587,4.0,4.602466534413777,4.618475437164307,-0.0002707245876081288,4.6025919914245605,-0.00012515898561105132
2009-08-13,101.57,-0.0076794329034162,589,2.0,4.6207482159514095,4.603067874908447,-0.00010231072519673035,4.621031761169434,-0.0002834821061696857
2009-08-14,100.79,-0.0246056156364719,590,1.0,4.613039144366787,4.621269702911377,-0.00025630390155129135,4.613210201263428,-0.00017092927009798586
2009-08-19,99.96,0.0103041216486594,595,5.0,4.604770105966751,4.614400386810303,-0.00010326765186619014,4.604789733886719,-1.921735383803025e-05
2009-08-31,102.46,-0.0220573882490727,607,12.0,4.629472478511056,4.6076459884643555,-5.733877969760215e-06,4.629619598388672,-0.00014757055032532662
2009-09-01,100.2,-0.0037924151696607,608,1.0,4.607168188650764,4.629857540130615,-0.00013342256715986878,4.607059955596924,0.00010816349822562188
2009-09-02,99.82,0.0083149669404929,609,1.0,4.603368564041463,4.607297897338867,9.7793570603244e-05,4.6032280921936035,0.0001409199321642518
2009-09-08,102.94,0.0076743734214106,615,6.0,4.6341462942246086,4.604656219482422,7.697502587689087e-05,4.634317398071289,-0.00017083724378608167
2009-09-09,103.73,0.0102188373662392,616,1.0,4.6417913694437365,4.634555339813232,-0.0001544586120871827,4.642024993896484,-0.00023359133047051728
2009-09-10,104.79,-0.0001908579062888,617,1.0,4.65195834748685,4.642262935638428,-0.0002111962967319414,4.652275562286377,-0.0003172677243128419
2009-09-11,104.77,0.0048678056695619,618,1.0,4.651767471364874,4.65251350402832,-0.00028685040888376534,4.652049541473389,-0.0002819339861162007
2009-09-14,105.28,0.0041793313069908,621,3.0,4.656623467577007,4.652763843536377,-0.00020837046031374484,4.656871318817139,-0.0002478382084518671
2009-09-16,107.32,-0.0014908684308609,623,2.0,4.675815025557423,4.657347202301025,-0.00020259438315406442,4.676208019256592,-0.00039279586053453386
2009-09-18,106.72,-0.0025299850074962,625,2.0,4.670208582167313,4.6766839027404785,-0.00032108943560160697,4.670466899871826,-0.0002583929162938148
2009-09-22,107.07,-0.0083123190436161,629,4.0,4.673482826170178,4.671419143676758,-0.00017266285431105644,4.673676013946533,-0.00019334381795488298
2009-09-23,106.18,-0.0110190242983613,630,1.0,4.665135767155525,4.673913955688477,-0.00017480742826592177,4.665218830108643,-8.270460966741666e-05
2009-09-25,104.45,0.0179033030157969,632,2.0,4.648708488002574,4.665694713592529,-6.76065610605292e-05,4.648603916168213,0.00010474293230799958
2009-09-28,106.32,-0.0030097817908201,635,3.0,4.66645341440499,4.649318218231201,7.741292210994288e-05,4.666541576385498,-8.80767111084424e-05
2009-09-30,105.59,-0.0248034851785207,637,2.0,4.659563669818423,4.667017459869385,-7.199796527856961e-05,4.659560203552246,3.200570063199848e-06
2009-10-01,102.971,-0.0046712181099534,638,1.0,4.634447395187978,4.6597981452941895,2.8937226943526184e-06,4.634173393249512,0.000274314486887306
2009-10-06,105.51,0.0027485546393706,643,5.0,4.658805735154001,4.635363578796387,0.00016572827007621527,4.6588454246521,-3.9619088056497276e-05
2009-10-07,105.8,0.0076559546313799,644,1.0,4.661550519424199,4.659083366394043,-3.582069984986447e-05,4.6616129875183105,-6.261686939978972e-05
2009-10-08,106.61,0.0060969890254198,645,1.0,4.669177315962384,4.661850929260254,-5.661362229147926e-05,4.669313430786133,-0.00013565852714236826
2009-10-09,107.26,0.0039157188140965,646,1.0,4.675255793554779,4.669551372528076,-0.00012265257828403264,4.675440788269043,-0.0001850342669058591
2009-10-12,107.68,-0.0020430906389302,649,3.0,4.679163865896418,4.676155090332031,-0.00013675427180714905,4.679331302642822,-0.0001672728540142998
2009-10-19,109.79,-0.005273704344658,656,7.0,4.698569450246641,4.680997371673584,-8.260997128672898e-05,4.698793888092041,-0.00022472772980108857
2009-10-27,106.42,-0.0188874271753429,664,8.0,4.667393529168224,4.700698375701904,-0.00010034441947937012,4.667238235473633,0.00015532394172623754
2009-10-28,104.41,0.0214538837276123,665,1.0,4.648325456302019,4.667476177215576,0.00014043261762708426,4.64797830581665,0.0003469999064691365
2009-10-30,103.56,0.0073387408265739,667,2.0,4.640151154883337,4.648454189300537,0.0002836537314578891,4.639780044555664,0.00037113972939550877
2009-11-05,106.8501,0.0026195576794032,673,6.0,4.671426917656155,4.641208171844482,0.0002027285227086395,4.6714768409729,-5.013128975406289e-05
2009-11-09,109.57,0.0001825317148855,677,4.0,4.696563614417302,4.672429084777832,-3.349863982293755e-05,4.6968207359313965,-0.0002570109209045768
2009-11-12,109.03,0.0054113546730258,680,3.0,4.69162307371829,4.697535037994385,-0.00018995044229086488,4.691757678985596,-0.0001344342017546296
2009-11-13,109.62,0.0145046524356868,681,1.0,4.697019839617971,4.691995620727539,-0.000121545628644526,4.697196960449219,-0.00017663869948592037
2009-11-23,110.82,0.0015340191301209,691,10.0,4.707907263439203,4.699577331542969,-6.447354826377705e-05,4.708030700683594,-0.00012374448124319315
2009-11-24,110.99,0.0035138300747814,692,1.0,4.709440107163888,4.708268642425537,-0.00011188076314283535,4.709566116333008,-0.00012562720803543925
2009-11-25,111.38,-0.0162506733704435,693,1.0,4.7129477781615225,4.709804058074951,-0.00011358298797858879,4.7130961418151855,-0.0001484626263845712
2009-11-27,109.57,0.003376836725381,695,2.0,4.696563614417302,4.713572025299072,-0.00012136019358877093,4.6965131759643555,5.069284816272557e-05
2009-12-03,110.38,0.0057075557166155,701,6.0,4.703928958011355,4.697941303253174,2.769007369352039e-05,4.703951358795166,-2.2518675905303098e-05
2009-12-07,110.84,-0.0110970768675568,705,4.0,4.7080877199947775,4.704903602600098,-1.5047388842504006e-05,4.708132743835449,-4.463808727450669e-05
2009-12-10,110.64,0.0042480115690528,708,3.0,4.706281687356503,4.7088470458984375,-3.29909089487046e-05,4.706289768218994,-8.420296580879949e-06
2009-12-14,111.87,-0.0046482524358631,712,4.0,4.717337482858839,4.707242012023926,-5.626595338981133e-06,4.717436790466309,-9.90413609542884e-05
