Date,SP500_Adj_Close,SP500_1_day_return_forward,time_in_days,days_elapsed,log_SP500_Adj_Close,prior_estimated_log_fair_value,prior_estimated_ou_exponent,posterior_estimated_log_fair_value,posterior_estimated_ou_exponent
2008-01-02,144.93,-0.0004829917891395,0,,4.976250867234425,4.976250867234425,0.0,4.975452125238602,0.0007987419958226383
2008-01-03,144.86,-0.0245064199917162,1,1.0,4.97576775876718,4.975689888000488,0.0007221644627861679,4.975297927856445,0.0004698322154581547
2008-01-07,141.19,-0.0161484524399745,5,4.0,4.950106501021434,4.976250171661377,0.00031395044061355293,4.922142028808594,0.027964595705270767
2008-01-09,140.37,0.0065541070029206,7,2.0,4.944281793546234,4.9226179122924805,0.022859549149870872,4.920759201049805,0.023522408679127693
2008-01-10,141.29,-0.0080685115719441,8,1.0,4.950814515777717,4.920997142791748,0.021267252042889595,4.933087348937988,0.01772727631032467
2008-01-22,130.72,0.0240208078335375,20,12.0,4.873057631111693,4.935943603515625,0.0052892835810780525,4.863503932952881,0.009554006159305573
2008-01-29,135.91,-0.00735781031565,27,7.0,4.911992901967256,4.865170001983643,0.004718375857919455,4.908030986785889,0.003962320741266012
2008-01-30,134.91,0.0182343784745386,28,1.0,4.904607889450726,4.908268928527832,0.0035824424121528864,4.900905609130859,0.0037022822070866823
2008-02-01,139.58,-0.01260925634045,30,2.0,4.938637913589005,4.901381492614746,0.003026416292414069,4.936100006103516,0.0025378491263836622
2008-02-05,134.13,-0.0080518899575038,34,4.0,4.898809478913999,4.937052249908447,0.0016958370106294751,4.896664142608643,0.0021453904919326305
2008-02-11,133.75,0.0092710280373833,40,6.0,4.8959723857761155,4.898092269897461,0.0011718816822394729,4.89477014541626,0.0012017838889732957
2008-02-21,134.79,0.0061577268343349,50,10.0,4.903718011750178,4.89715051651001,0.0004386540094856173,4.903323173522949,0.0003947166260331869
2008-02-22,135.62,0.0126087597699455,51,1.0,4.909856857255696,4.903561115264893,0.00035687407944351435,4.909564018249512,0.0002929558395408094
2008-02-28,136.87,-0.0222839190472712,57,6.0,4.919031570223175,4.91099214553833,0.00016002195479813963,4.918938159942627,9.347745799459517e-05
2008-02-29,133.82,-0.0023912718577192,58,1.0,4.896495613354671,4.91917610168457,8.451552275801077e-05,4.896167278289795,0.00032855389872565866
2008-03-05,133.83,-0.0206979003213032,63,5.0,4.896570337808283,4.89735746383667,0.00019849724776577204,4.896363258361816,0.00020719895837828517
2008-03-07,129.71,-0.0131832549533575,65,2.0,4.865301189352582,4.896839141845703,0.00016937397595029324,4.864808559417725,0.0004924994427710772
2008-03-10,128.0,0.0359374999999999,68,3.0,4.852030263919617,4.865522861480713,0.0003639942151494324,4.851531982421875,0.0004984554834663868
2008-03-11,132.6,-0.0093514328808445,69,1.0,4.887337077751762,4.851769924163818,0.00045066719758324325,4.88726282119751,7.46653531678021e-05
2008-03-18,133.63,-0.0247698870014219,76,7.0,4.89507478679297,4.8889288902282715,3.6874498618999496e-05,4.895087242126465,-1.2307853467063978e-05
2008-03-27,132.78,-0.0095646934779335,85,9.0,4.888693623291013,4.8972296714782715,-4.968765097146388e-06,4.888635635375977,5.7910663599614054e-05
2008-04-02,136.7,0.0024871982443306,91,6.0,4.917788743729904,4.890063762664795,3.1632676837034523e-05,4.917990207672119,-0.00020168375340290368
2008-04-07,136.96,-0.0010221962616823,96,5.0,4.919688912393432,4.919180393218994,-0.00012184810475446284,4.919816493988037,-0.00012741003592964262
2008-04-16,136.85,0.0014614541468762,105,9.0,4.918885435486688,4.921958923339844,-5.143630914972164e-05,4.918914318084717,-2.916140147135593e-05
2008-04-22,137.94,-0.0015948963317384,111,6.0,4.926818808003145,4.920342445373535,-1.5928901120787486e-05,4.926889419555664,-7.062502845656127e-05
2008-04-23,137.72,0.0043566656985187,112,1.0,4.925222638470323,4.927127361297607,-6.385401502484456e-05,4.925267219543457,-4.41463926108554e-05
2008-04-24,138.32,0.0092539039907462,113,1.0,4.929569841375035,4.9255051612854,-3.991395715274848e-05,4.929653644561768,-8.386143599636853e-05
2008-04-25,139.6,0.0002148997134669,114,1.0,4.938781190328272,4.929891586303711,-7.582141552120447e-05,4.938952922821045,-0.00017181085422635078
2008-05-05,140.83,0.0086629269331819,124,10.0,4.947553489209959,4.941333293914795,-6.271136953728274e-05,4.94766092300415,-0.00010707783803809434
2008-05-06,142.05,-0.017810630059838,125,1.0,4.956179108300197,4.947898864746094,-9.681199298938736e-05,4.956365585327148,-0.0001865218800958246
2008-05-07,139.52,-0.0025802752293578,126,1.0,4.938207960160669,4.956603527069092,-0.00016863952623680234,4.9381818771362305,2.653633418958634e-05
2008-05-08,139.16,-0.0018683529749927,127,1.0,4.935624350283741,4.938419818878174,2.3992224669200368e-05,4.935570240020752,5.4183026804821566e-05
2008-05-12,140.46,0.0001423892923251,131,4.0,4.944922750730875,4.936522483825684,3.620608549681492e-05,4.9449639320373535,-4.115105184610002e-05
2008-05-16,142.66,0.0027337726061966,135,4.0,4.960464176849892,4.945916175842285,-2.7497881092131138e-05,4.960626602172852,-0.0001622936106286943
2008-05-21,139.49,0.0001433794537242,140,5.0,4.937992914104144,4.961816787719727,-9.805038280319422e-05,4.937881946563721,0.00011126910976599902
2008-05-23,137.64,0.0074106364428945,142,2.0,4.924641580929279,4.938357830047607,9.095649875234812e-05,4.924409866333008,0.00023161749413702637
2008-05-27,138.66,0.0046156065195444,146,4.0,4.9320248935143445,4.9253621101379395,0.0001547710271552205,4.931930065155029,9.45877400226891e-05
2008-05-29,140.0,0.0024999999999999,148,2.0,4.941642422609304,4.932405948638916,7.732037920504808e-05,4.9416584968566895,-1.5984653146006167e-05
2008-06-02,138.9,-0.0058315334773217,152,4.0,4.933754249760298,4.942610740661621,-1.0681235835363623e-05,4.933682918548584,7.112147432053462e-05
2008-06-04,138.02,0.0199971018692941,154,2.0,4.927398602192456,4.934158802032471,5.813797179143876e-05,4.927270889282227,0.0001275964023079723
2008-06-05,140.78,-0.0318937349055263,155,1.0,4.947198388179985,4.92750883102417,0.00011536339297890663,4.947292327880859,-9.419090929441154e-05
2008-06-09,136.62,-0.0049773093251355,159,4.0,4.917203349303703,4.948244571685791,-6.294008198892698e-05,4.916979789733887,0.00022353182430379093
2008-06-13,136.15,0.0005875872199778,163,4.0,4.913757219119769,4.917932033538818,0.00014936803199816495,4.913568019866943,0.00018935446860268712
2008-06-20,131.58,-0.0009879920960633,170,7.0,4.879615031657852,4.915234088897705,9.35152784222737e-05,4.8792338371276855,0.00038100528763607144
2008-06-24,131.19,0.004725969967223,174,4.0,4.876646654092939,4.880186080932617,0.00025459466269239783,4.876356601715088,0.00028968494734726846
2008-07-01,128.38,-0.0171366256426234,181,7.0,4.854994615883632,4.87802267074585,0.0001430648408131674,4.854665279388428,0.00032959773670881987
2008-07-02,126.18,0.0010302742114438,182,1.0,4.837709458942664,4.854903221130371,0.00029799831099808216,4.837224006652832,0.0004852848360314965
2008-07-07,125.02,0.0177571588545832,187,5.0,4.828473724503667,4.838414192199707,0.00029318692395463586,4.828090190887451,0.00038347914232872427
2008-07-09,124.79,0.0040868659347703,189,2.0,4.826632324519763,4.828566074371338,0.0003134735452476889,4.826296329498291,0.00033636364969424903
2008-07-14,122.72,-0.0140971316818774,194,5.0,4.809905337618946,4.827486515045166,0.00020321554620750248,4.809545516967773,0.00036011612974107265
2008-07-23,128.17,-0.0207536865101036,203,9.0,4.853357507741732,4.81168794631958,0.0001453813601983711,4.853518009185791,-0.00016066314128693193
2008-07-29,126.28,0.017817548305353,209,6.0,4.838501663689791,4.854946136474609,-8.775940659688786e-05,4.838451385498047,5.004696868127212e-05
2008-07-31,126.83,-0.0052826618307971,211,2.0,4.842847607079338,4.838927268981934,4.091070150025189e-05,4.842846393585205,1.3848475646227598e-06
2008-08-01,126.16,-0.0092739378566899,212,1.0,4.837550942654783,4.843084335327148,1.2520785048764083e-06,4.837490558624268,6.0509257309604436e-05
2008-08-04,124.99,0.0269621569725579,215,3.0,4.82823373410213,4.838204860687256,4.4720902224071324e-05,4.828091621398926,0.00014189793728291988
2008-08-08,129.37,0.0103578882275643,219,4.0,4.86267651592981,4.829043865203857,9.481878078076988e-05,4.862891674041748,-0.00021533241670113057
2008-08-13,128.57,0.0075445282725363,224,5.0,4.856473503096157,4.864081859588623,-0.00013009400572627783,4.856537818908691,-6.411782669601962e-05
2008-08-14,129.54,0.0048633626679017,225,1.0,4.863989713754771,4.856775760650635,-5.7970679335994646e-05,4.864125728607178,-0.00013582846440840513
2008-08-19,126.99,0.0046460351208756,230,5.0,4.844108343200942,4.865315914154053,-8.206134953070432e-05,4.844004154205322,0.00010431578266434371
2008-08-26,127.39,0.0097338880602872,237,7.0,4.847253247121696,4.845670223236084,5.151776713319123e-05,4.847214221954346,3.918804941349663e-05
2008-08-27,128.63,0.0121278084428204,238,1.0,4.856940066090624,4.847452163696289,3.5430985008133575e-05,4.857006072998047,-6.578081229235977e-05
2008-08-28,130.19,-0.0107535140947846,239,1.0,4.868994921909306,4.85724401473999,-5.9474226873135194e-05,4.869180679321289,-0.0001859236799646169
2008-09-03,127.88,-0.0301063497028464,245,6.0,4.851092324191641,4.870608806610107,-0.00010155752534046769,4.851030349731445,6.19953207205981e-05
2008-09-09,123.22,0.004057782827463,251,6.0,4.813971375586425,4.852458477020264,3.386384923942387e-05,4.813612937927246,0.0003583709476515651
2008-09-10,123.72,0.0144681538958939,252,1.0,4.818020947816869,4.8138508796691895,0.0003240129444748163,4.817737579345703,0.0002828380966093391
2008-09-11,125.51,0.0046211457254401,253,1.0,4.832385436672355,4.8179755210876465,0.00025572165031917393,4.832281589508057,0.0001041779323713854
2008-09-15,120.09,0.0167374469148138,257,4.0,4.788241461672592,4.833233833312988,6.961359031265602e-05,4.787755012512207,0.00048634520499035716
2008-09-16,122.1,-0.0449631449631449,258,1.0,4.804840381116659,4.78799295425415,0.00043971798731945455,4.804576396942139,0.0002640536695253104
2008-09-17,116.61,0.0296715547551666,259,1.0,4.758835033532241,4.804814338684082,0.0002387381246080622,4.758100986480713,0.0007335467962548137
2008-09-19,124.12,-0.0226393812439574,261,2.0,4.821248839580179,4.7585768699646,0.0005996349500492215,4.821281433105469,-3.269669832661748e-05
2008-09-24,118.93,0.0156394517783569,266,5.0,4.778535084739154,4.822471618652344,-1.975385021069087e-05,4.778166770935059,0.0003676947089843452
2008-09-26,120.85,-0.0783616052958212,268,2.0,4.794550107149492,4.778642654418945,0.0003005706239491701,4.794408321380615,0.00014157910482026637
2008-09-29,111.38,0.041389836595439,271,3.0,4.7129477781615225,4.7951226234436035,0.0001046376273734495,4.712045192718506,0.0009028962813317776
2008-10-01,116.06,-0.0362743408581768,273,2.0,4.754107298762462,4.712521076202393,0.0007380690658465028,4.753785610198975,0.0003219490172341466
2008-10-06,104.72,-0.0447860962566845,278,5.0,4.651290121601645,4.75497579574585,0.0001945068797795102,4.650178909301758,0.0011109644547104836
2008-10-07,100.03,-0.0251924422673197,279,1.0,4.605470140997089,4.650416851043701,0.001004453282803297,4.603973865509033,0.0014964048750698566
2008-10-13,101.35,-0.0148001973359644,285,6.0,4.618579872898009,4.605401992797852,0.0008173847454600036,4.617866516113281,0.0007132614264264703
2008-10-15,90.02,0.0416574094645634,287,2.0,4.500031867864786,4.618342399597168,0.0005830527516081929,4.498237609863281,0.0017943016719073057
2008-10-17,93.21,0.0600793906233236,289,2.0,4.5348550120730655,4.498713493347168,0.0014667449286207557,4.533741474151611,0.0011135028908029199
2008-10-20,98.81,-0.0298552778058901,292,3.0,4.593198814206872,4.5344557762146,0.0008229625527746975,4.592937469482422,0.00026103074196726084
2008-10-21,95.86,-0.0544544126851658,293,1.0,4.562888793731485,4.593175411224365,0.0002360050129937008,4.562325954437256,0.0005627739592455328
2008-10-23,91.69,-0.0507143636165339,295,2.0,4.518413322061809,4.562801837921143,0.00046003737952560186,4.517496585845947,0.0009169044205918908
2008-10-24,87.04,-0.035500919117647,296,1.0,4.466367783107633,4.517734527587891,0.0008289983379654586,4.464979648590088,0.001387784373946488
2008-10-29,93.08,0.0345938977223894,301,5.0,4.533459338434091,4.466169834136963,0.0008384358952753246,4.533206939697266,0.00025219295639544725
2008-10-30,96.3,0.0055036344755972,302,1.0,4.56746831880408,4.533444881439209,0.00022801454178988934,4.567602157592773,-0.00013379837037064135
2008-11-03,97.11,0.0339820821748533,306,4.0,4.575844356606263,4.568554401397705,-8.940650877775624e-05,4.5760016441345215,-0.00015764584532007575
2008-11-04,100.41,-0.0420276864854097,307,1.0,4.609261803891345,4.576239585876465,-0.00014253190602175891,4.60975980758667,-0.0004975918564014137
2008-11-05,96.19,-0.0554111654018089,308,1.0,4.566325402164524,4.609997749328613,-0.00044988637091591954,4.566312313079834,1.2847100151702762e-05
2008-11-07,93.86,-0.013104623907948,310,2.0,4.541804310366271,4.566788196563721,1.0501811630092561e-05,4.541539192199707,0.00026511773467063904
2008-11-10,92.63,-0.0308755262873798,313,3.0,4.5286130632659365,4.542253494262695,0.00019594198965933174,4.528282642364502,0.000330177485011518
2008-11-11,89.77,-0.0440013367494709,314,1.0,4.497250843768597,4.528520584106445,0.00029852247098460793,4.496614456176758,0.0006364758592098951
2008-11-17,85.47,0.0188370188370188,320,6.0,4.448165437177926,4.498042583465576,0.00034766370663419366,4.447394847869873,0.0007707393961027265
2008-11-21,79.52,0.0692907444668009,324,4.0,4.376008562348319,4.448347091674805,0.0005150220822542906,4.374819755554199,0.0011887757573276758
2008-11-24,85.03,0.0074091497118662,327,3.0,4.443004135397701,4.3755340576171875,0.0008785948739387095,4.4427714347839355,0.00023252266691997647
2008-11-26,88.97,0.0125885129819041,329,2.0,4.488299234256676,4.443247318267822,0.0001900747447507456,4.488565921783447,-0.00026693742256611586
