date,ticker,open,high,low,close,volume,vwap,transactions,daily_return
2014-02-06,VOO,160.91,162.59,160.88,162.57,1109556.0,162.1141,7585,0.013402318912853817
2014-02-07,VOO,163.37,164.7787,162.85,164.67,1258203.0,163.8974,9030,0.012917512456172675
2014-02-10,VOO,164.64,164.96,164.2,164.93,937571.0,164.7361,4382,0.0015789154065708466
2014-02-11,VOO,165.12,167.1286,164.97,166.75,1497623.0,166.3368,6535,0.011034984538895287
2014-02-12,VOO,166.99,167.5,166.48,166.9,1855029.0,166.8636,8413,0.0008995502248876353
2014-02-13,VOO,165.7,167.84,165.7,167.72,1336610.0,167.3587,5102,0.004913121629718242
2014-02-14,VOO,167.56,168.91,167.38,168.61,909468.0,168.377,4835,0.005306463152873864
2014-02-18,VOO,168.74,169.04,168.27,168.86,1174323.0,168.8839,5576,0.001482711582942775
2014-02-19,VOO,168.42,169.48,167.574,167.7,1928054.0,168.6976,7621,-0.006869596115125054
2014-02-20,VOO,167.93,169.07,167.33,168.65,1080037.0,168.5027,7353,0.005664877757901143
2014-02-21,VOO,169.02,169.41,168.42,168.57,706183.0,168.9553,4390,-0.0004743551734361917
2014-02-24,VOO,168.87,170.566,168.78,169.37,978865.0,169.9521,5471,0.004745802930533394
2014-02-25,VOO,169.58,170.03,168.84,169.31,1001041.0,169.3739,5981,-0.000354254000118126
2014-02-26,VOO,169.59,170.04,168.91,169.31,709048.0,169.5461,4911,0.0
2014-02-27,VOO,169.15,170.27,168.97,170.25,1034186.0,169.8327,6239,0.005551946134309871
2014-02-28,VOO,170.22,171.469,169.566,170.63,853886.0,170.7533,5399,0.0022320117474301515
2014-03-03,VOO,169.19,169.89,168.38,169.46,2237179.0,169.2112,13996,-0.0068569419211157445
2014-03-04,VOO,171.17,172.23,171.13,171.88,1281549.0,171.7549,8761,0.014280656202053432
2014-03-05,VOO,172.0,172.31,171.79,171.91,983097.0,172.024,5891,0.00017454037700725955
2014-03-06,VOO,172.54,172.839,172.19,172.46,1036997.0,172.578,6310,0.003199348496306209
2014-03-07,VOO,173.08,173.13,171.79,172.42,1204028.0,172.3817,7595,-0.0002319378406587802
2014-03-10,VOO,172.24,172.48,171.47,172.45,885332.0,172.0431,5249,0.0001739937362255084
2014-03-11,VOO,172.73,172.92,171.17,171.5,945706.0,171.8745,6967,-0.005508843142939868
2014-03-12,VOO,170.73,171.65,170.36,171.62,1064987.0,171.254,5737,0.0006997084548105992
2014-03-13,VOO,172.14,172.24,169.2101,169.72,1659522.0,170.0963,10270,-0.011070970749329945
2014-03-14,VOO,169.35,170.2214,169.0,169.23,1323487.0,169.6217,7596,-0.0028871081781758345
2014-03-17,VOO,170.06,171.135,169.99,170.75,1695355.0,170.7136,7615,0.008981859008450055
2014-03-18,VOO,171.07,172.18,170.93,171.96,779782.0,171.7682,5699,0.0070863836017569515
2014-03-19,VOO,172.03,172.23,169.99,171.02,1166731.0,171.5549,6707,-0.00546638753198414
2014-03-20,VOO,170.68,172.16,170.3686,171.99,818180.0,171.5346,6321,0.005671851245468318
2014-03-21,VOO,172.81,173.189,171.24,171.42,825216.0,172.1354,4752,-0.003314146171289112
2014-03-24,VOO,171.19,171.39,169.16,169.92,2004911.0,169.7572,11281,-0.008750437521876098
2014-03-25,VOO,170.78,171.25,169.78,170.75,1202263.0,170.6016,7526,0.004884651600753465
2014-03-26,VOO,171.39,171.64,169.45,169.49,1155636.0,170.5591,6845,-0.007379209370424578
2014-03-27,VOO,169.32,169.78,168.48,169.15,980879.0,169.1438,4752,-0.0020060180541625616
2014-03-28,VOO,169.63,170.79,169.5,169.9,548913.0,170.1365,4012,0.004433934377771287
2014-03-31,VOO,171.04,171.59,170.87,171.35,822039.0,171.2957,5591,0.008534432018834526
2014-04-01,VOO,171.87,172.589,171.76,172.5,1247502.0,172.1494,6883,0.006711409395973256
2014-04-02,VOO,172.72,173.29,172.4,173.09,1972890.0,172.8577,8026,0.003420289855072589
2014-04-03,VOO,173.33,173.37,172.32,172.82,718603.0,172.8131,4527,-0.0015598821422382336
2014-04-04,VOO,173.77,173.82,170.53,170.74,2270814.0,172.0422,7107,-0.012035644022682424
2014-04-07,VOO,170.36,170.65,168.5657,168.9,1645817.0,169.3181,10133,-0.010776619421342448
2014-04-08,VOO,168.79,169.88,168.22,169.6,2064015.0,168.9104,8859,0.00414446417998815
2014-04-09,VOO,170.08,171.46,169.61,171.43,769041.0,170.4162,5164,0.010790094339622636
2014-04-10,VOO,171.42,171.49,167.6199,167.77,1287955.0,169.0318,9813,-0.02134982208481595
2014-04-11,VOO,166.92,168.05,166.1121,166.26,1762411.0,166.8903,11685,-0.00900041723788536
2014-04-14,VOO,167.58,168.0,166.26,167.6,1456583.0,167.3235,8068,0.008059665584025044
2014-04-15,VOO,167.98,168.87,166.33,168.76,2160121.0,167.6175,9386,0.0069212410501193755
2014-04-16,VOO,169.92,170.55,169.19,170.54,2410015.0,169.8484,11407,0.010547523109741608
2014-04-17,VOO,170.35,171.24,170.03,170.74,925477.0,170.7233,6708,0.0011727453969743173
2014-04-21,VOO,170.85,171.42,170.66,171.37,804548.0,171.1555,4356,0.003689820780133468
2014-04-22,VOO,171.57,172.62,171.49,172.12,1053346.0,172.3082,4590,0.004376495302561789
2014-04-23,VOO,172.09,172.16,171.65,171.71,724608.0,171.9388,3106,-0.002382059028584682
2014-04-24,VOO,172.63,172.63,171.3,172.09,543904.0,172.0862,3600,0.0022130336031680464
2014-04-25,VOO,171.55,171.63,170.32,170.71,1357928.0,170.7856,7599,-0.008019059794293626
2014-04-28,VOO,171.39,171.96,169.49,171.23,647782.0,170.8623,4626,0.003046101575771676
2014-04-29,VOO,171.79,172.29,171.43,172.05,1065979.0,172.0546,5192,0.004788880453191702
2014-04-30,VOO,171.75,172.7104,171.5,172.59,605351.0,172.2155,3724,0.003138622493461085
2014-05-01,VOO,172.5,173.03,172.03,172.6,623945.0,172.6273,3423,5.7940784518262234e-05
2014-05-02,VOO,172.56,173.26,172.06,172.32,754789.0,172.5839,3741,-0.0016222479721900163
2014-05-05,VOO,171.49,172.72,171.02,172.68,792610.0,172.0802,4097,0.002089136490250665
2014-05-06,VOO,172.27,172.38,171.11,171.18,567896.0,171.5043,3628,-0.008686587908269594
2014-05-07,VOO,171.73,172.22,170.44,172.19,1160979.0,171.419,3992,0.005900221988550003
2014-05-08,VOO,171.96,173.1965,171.4325,171.98,1390659.0,172.3387,7679,-0.0012195830187583523
2014-05-09,VOO,171.98,172.287,171.2,172.28,955384.0,171.7738,4568,0.0017443888824282272
2014-05-12,VOO,172.96,173.98,172.96,173.91,780156.0,173.5032,3756,0.009461342001393147
2014-05-13,VOO,174.09,174.49,173.89,174.07,994837.0,174.0811,7499,0.0009200161002818064
2014-05-14,VOO,173.91,173.97,173.0,173.23,1335723.0,173.4072,4709,-0.004825644855517952
2014-05-15,VOO,172.9,172.93,170.87,171.67,3191135.0,171.477,11600,-0.009005368585118023
2014-05-16,VOO,171.8,172.36,171.1,172.34,699559.0,171.7877,3941,0.003902836838119761
2014-05-19,VOO,171.98,173.1,171.81,172.93,926916.0,172.7753,3794,0.00342346524312398
2014-05-20,VOO,172.86,172.88,171.41,171.79,669352.0,171.9884,3827,-0.006592262765280799
2014-05-21,VOO,172.36,173.37,172.31,173.28,991313.0,172.8347,3323,0.008673380289888843
2014-05-22,VOO,173.35,174.06,173.06,173.75,859013.0,173.8113,2600,0.0027123730378577626
2014-05-23,VOO,173.91,174.54,173.82,174.47,613907.0,174.232,3468,0.00414388489208628
2014-05-27,VOO,175.09,175.55,175.0,175.5,889978.0,175.3194,5513,0.005903593741044322
2014-05-28,VOO,175.52,175.79,175.09,175.32,990903.0,175.4725,5249,-0.0010256410256410664
2014-05-29,VOO,175.82,176.32,175.37,176.32,542045.0,175.9047,3076,0.005703855806525215
2014-05-30,VOO,176.16,176.69,175.98,176.55,874688.0,176.3997,3245,0.0013044464609801576
2014-06-02,VOO,176.83,176.85,175.944,176.79,1620184.0,176.8067,3064,0.0013593882752760411
2014-06-03,VOO,176.35,176.7857,176.22,176.68,1252941.0,176.5989,4720,-0.000622207138412767
2014-06-04,VOO,176.37,177.15,176.2,177.0,985004.0,176.9099,4248,0.0018111840615802066
2014-06-05,VOO,177.24,178.38,176.63,178.2,853687.0,177.8093,4894,0.006779661016949046
2014-06-06,VOO,178.62,179.09,178.52,179.05,586821.0,178.885,3587,0.004769921436588165
2014-06-09,VOO,179.04,179.69,178.87,179.23,461820.0,179.2665,3195,0.00100530578050817
2014-06-10,VOO,179.03,179.3,178.66,179.27,959852.0,179.0414,5078,0.00022317692350615204
2014-06-11,VOO,178.64,178.82,178.25,178.69,558139.0,178.6248,3147,-0.0032353433368662587
2014-06-12,VOO,178.42,178.5199,176.98,177.36,891649.0,177.5844,4039,-0.007443057809614295
2014-06-13,VOO,177.73,178.07,177.1727,177.92,731249.0,177.6913,2760,0.003157419936851369
2014-06-16,VOO,177.69,178.41,177.5,178.07,756692.0,177.7645,2518,0.0008430755395683054
2014-06-17,VOO,177.83,178.68,177.631,178.54,2934445.0,178.2947,3113,0.002639411467400432
2014-06-18,VOO,178.59,179.97,178.17,179.87,501855.0,178.9676,3113,0.0074493110787499095
2014-06-19,VOO,180.04,180.2099,179.505,180.09,746955.0,179.8315,2791,0.0012231055762494947
2014-06-20,VOO,180.51,180.57,180.25,180.45,830308.0,180.4597,3729,0.001999000499750103
2014-06-23,VOO,179.7,179.73,179.27,179.56,737712.0,179.589,3440,-0.004932114159046708
2014-06-24,VOO,179.29,180.14,178.31,178.5,393423.0,179.2086,2817,-0.005903319224771719
2014-06-25,VOO,178.14,179.49,178.13,179.26,586029.0,179.0212,3309,0.004257703081232522
2014-06-26,VOO,179.36,179.38,177.98,179.17,676809.0,178.723,4301,-0.0005020640410576815
2014-06-27,VOO,178.79,179.56,178.69,179.48,1032304.0,179.2527,4761,0.0017302003683652423
2014-06-30,VOO,179.43,179.8199,179.28,179.43,1261163.0,179.5065,4786,-0.00027858257187418634
2014-07-01,VOO,179.88,181.19,179.83,180.69,1198961.0,180.6453,5327,0.007022237084099547
2014-07-02,VOO,180.67,181.03,180.57,180.82,511571.0,180.7821,2971,0.0007194642758314718
2014-07-03,VOO,181.31,181.78,181.2,181.73,327910.0,181.5143,2004,0.00503262913394531
2014-07-07,VOO,181.38,181.5,180.84,181.14,1151788.0,181.1085,4640,-0.0032465745886754993
2014-07-08,VOO,180.77,180.82,179.5,179.97,749397.0,179.9804,4269,-0.0064590924147067685
2014-07-09,VOO,180.36,180.8799,180.0,180.72,930284.0,180.4171,4515,0.0041673612268711135
2014-07-10,VOO,179.01,180.47,178.836,180.03,614552.0,179.6831,4137,-0.0038180610889774202
2014-07-11,VOO,179.94,180.36,179.51,180.27,520428.0,179.9875,2879,0.0013331111481420521
2014-07-14,VOO,181.2,181.41,181.02,181.16,493072.0,181.2005,2891,0.004937038886115186
2014-07-15,VOO,181.25,181.6299,180.06,180.85,1206985.0,180.7826,4274,-0.0017111945241775617
2014-07-16,VOO,181.65,181.76,181.01,181.54,539365.0,181.4553,3177,0.0038153165606855666
2014-07-17,VOO,180.96,181.62,179.1901,179.41,1104374.0,180.2009,5565,-0.011732951415665993
2014-07-18,VOO,180.02,181.44,179.94,181.3,571725.0,180.6603,3211,0.010534529847834762
2014-07-21,VOO,180.71,181.08,180.13,180.91,866507.0,180.7021,3373,-0.002151130722559347
2014-07-22,VOO,181.58,182.04,181.42,181.72,1509511.0,181.7689,6311,0.004477364435354625
2014-07-23,VOO,182.0,182.32,181.64,182.15,750870.0,182.0831,4936,0.0023662777900066434
2014-07-24,VOO,182.36,182.5,181.97,182.15,535828.0,182.2729,3945,0.0
2014-07-25,VOO,181.65,181.77,180.94,181.28,635700.0,181.3275,4497,-0.004776283283008498
2014-07-28,VOO,181.35,181.6,180.28,181.36,485668.0,181.0402,2869,0.0004413062665491463
2014-07-29,VOO,181.7,181.89,180.57,180.59,638967.0,181.1861,3823,-0.004245699161887995
2014-07-30,VOO,181.22,181.44,179.86,180.59,1128515.0,180.495,8027,0.0
2014-07-31,VOO,179.35,179.498,176.96,176.96,2430620.0,178.0204,11813,-0.020100780774129245
2014-08-01,VOO,176.52,177.6202,175.65,176.53,3398007.0,176.5762,15818,-0.0024299276672694603
2014-08-04,VOO,176.81,178.11,176.07,177.77,2211998.0,177.1931,6934,0.007024301818387757
2014-08-05,VOO,177.04,177.48,175.4,175.97,1251303.0,176.4187,7170,-0.010125442988130784
2014-08-06,VOO,175.2,176.818,175.18,176.08,1185963.0,176.2852,5160,0.0006251065522533406
2014-08-07,VOO,176.9,177.04,174.7,175.13,1527124.0,176.021,5535,-0.005395274875056866
2014-08-08,VOO,175.49,177.27,175.1,177.16,1209865.0,175.9893,5010,0.011591389253697182
2014-08-11,VOO,177.87,178.47,177.61,177.66,1191210.0,177.9132,6823,0.0028223075186273316
2014-08-12,VOO,177.47,177.988,176.9,177.45,513863.0,177.3684,3329,-0.0011820330969267712
2014-08-13,VOO,178.15,178.83,177.87,178.7,781621.0,178.4463,3861,0.0070442378134685235
2014-08-14,VOO,178.92,179.48,178.77,179.48,841987.0,179.2057,3317,0.004364857302741942
2014-08-15,VOO,180.15,180.3,178.18,179.43,1694525.0,179.0774,5882,-0.00027858257187418634
2014-08-18,VOO,180.46,181.03,180.34,180.92,1039148.0,180.9033,3354,0.008304074012149387
2014-08-19,VOO,181.4,182.0308,181.23,181.88,583010.0,181.7392,3330,0.00530621269069198
2014-08-20,VOO,181.66,182.61,181.65,182.38,1507810.0,182.1913,5132,0.0027490653177919544
2014-08-21,VOO,182.58,183.1699,182.4214,182.9,756598.0,182.8796,3179,0.0028511898234455657
2014-08-22,VOO,182.8,183.087,182.24,182.61,656481.0,182.6968,3295,-0.0015855658829960761
2014-08-25,VOO,183.54,183.855,183.2738,183.56,1097230.0,183.5821,5437,0.0052023437927823935
2014-08-26,VOO,183.72,184.17,183.65,183.71,749489.0,183.8776,4929,0.0008171714970581778
2014-08-27,VOO,183.81,183.9,183.34,183.68,602576.0,183.6846,3158,-0.0001633008546078063
2014-08-28,VOO,183.02,183.62,182.85,183.54,447730.0,183.3227,2515,-0.0007621951219513035
2014-08-29,VOO,183.83,184.06,183.2302,183.99,617241.0,183.6595,2374,0.002451781627982985
2014-09-02,VOO,184.3,184.3,183.269,183.94,553757.0,183.8761,3339,-0.00027175389966849206
2014-09-03,VOO,184.65,184.68,183.59,183.86,627607.0,184.0348,2531,-0.0004349244318798684
2014-09-04,VOO,184.12,184.82,183.1,183.56,536701.0,184.0765,2784,-0.0016316762754270409
2014-09-05,VOO,183.53,184.47,182.88,184.44,500837.0,183.8526,2497,0.004794072782741354
2014-09-08,VOO,184.24,184.46,183.4001,183.97,635908.0,184.06,2812,-0.0025482541747994247
2014-09-09,VOO,183.79,183.88,182.41,182.78,515275.0,183.1568,3506,-0.006468445942273138
2014-09-10,VOO,182.89,183.55,182.27,183.5,849753.0,182.9385,2924,0.003939161833898641
2014-09-11,VOO,182.75,183.695,182.61,183.67,525660.0,183.1774,2281,0.0009264305177110188
2014-09-12,VOO,183.49,183.51,182.075,182.58,724023.0,182.7654,3647,-0.005934556541623448
2014-09-15,VOO,182.64,182.74,181.89,182.46,1021681.0,182.307,5039,-0.0006572461386790129
2014-09-16,VOO,182.11,184.12,182.0001,183.82,565077.0,183.4447,3016,0.007453688479666765
2014-09-17,VOO,184.11,184.92,183.2,184.08,975014.0,184.1159,4992,0.0014144271570015743
2014-09-18,VOO,184.65,185.06,184.43,185.04,740011.0,184.8177,3716,0.005215123859191539
2014-09-19,VOO,185.64,185.84,184.58,184.86,964014.0,185.1137,4264,-0.0009727626459142824
2014-09-22,VOO,183.7,183.74,182.23,182.56,836739.0,182.9106,5229,-0.012441847884885893
2014-09-23,VOO,181.95,182.6999,181.51,181.53,752216.0,181.981,4321,-0.005641980718667838
2014-09-24,VOO,181.62,183.07,181.12,182.99,968485.0,182.4783,5154,0.008042747755192092
2014-09-25,VOO,182.5,182.52,179.99,180.05,1602998.0,180.7341,8346,-0.016066451718673158
2014-09-26,VOO,180.36,181.88,180.13,181.5,916883.0,180.7414,5806,0.00805331852263258
2014-09-29,VOO,179.93,181.45,179.77,181.14,1482838.0,180.8497,6569,-0.0019834710743802386
2014-09-30,VOO,181.3,181.81,180.29,180.59,768165.0,181.0014,5425,-0.0030363254940928286
2014-10-01,VOO,180.34,180.42,177.81,178.22,2380285.0,178.8599,12221,-0.013123650257489405
2014-10-02,VOO,178.05,178.83,176.4,178.21,1260987.0,177.9611,8629,-5.611042531694643e-05
2014-10-03,VOO,179.48,180.55,178.88,180.2,1217407.0,179.9396,8121,0.011166601200830462
2014-10-06,VOO,180.94,181.1807,179.36,179.98,1306964.0,180.2688,9162,-0.0012208657047724225
2014-10-07,VOO,179.05,179.45,177.2,177.22,930808.0,178.3849,6879,-0.015335037226358428
2014-10-08,VOO,177.33,180.54,176.38,180.32,1897514.0,178.1121,11042,0.017492382349621804
2014-10-09,VOO,180.0,180.22,176.6,176.68,1428571.0,177.5947,10568,-0.020186335403726607
2014-10-10,VOO,176.65,177.55,174.66,174.7,2470001.0,176.1808,15924,-0.011206701381027973
2014-10-13,VOO,174.63,175.25,171.73,171.83,2109202.0,173.7355,14384,-0.016428162564395943
2014-10-14,VOO,172.73,174.02,171.5,172.11,2431931.0,172.8869,15640,0.0016295175464120515
2014-10-15,VOO,169.8,171.3,166.85,170.83,5460588.0,169.673,25089,-0.007437104177560827
2014-10-16,VOO,167.815,171.95,167.68,170.72,4452628.0,170.0699,22451,-0.0006439150032196972
2014-10-17,VOO,172.73,173.975,172.04,172.83,2259443.0,172.9337,15018,0.012359418931583876
2014-10-20,VOO,172.53,174.6,172.45,174.53,1381184.0,173.6308,10348,0.009836255279754624
2014-10-21,VOO,175.78,178.04,175.59,177.92,2884275.0,176.7506,12757,0.019423594797455923
2014-10-22,VOO,178.29,178.72,176.61,176.71,2374233.0,178.0323,12356,-0.0068008093525179225
2014-10-23,VOO,178.45,179.85,178.17,178.74,1812424.0,178.9998,6453,0.011487748288155686
2014-10-24,VOO,179.03,180.17,178.36,180.08,1152580.0,179.3332,6054,0.007496922904777881
2014-10-27,VOO,179.51,180.13,178.87,179.85,1476011.0,179.6331,6996,-0.0012772101288317517
2014-10-28,VOO,180.49,181.94,180.4,181.92,1330188.0,181.0897,6548,0.011509591326104962
2014-10-29,VOO,182.03,182.58,180.47,181.71,1600689.0,181.6658,8206,-0.001154353562005217
2014-10-30,VOO,181.17,183.33,181.05,182.86,1588062.0,182.203,6249,0.006328765615541299
2014-10-31,VOO,185.02,185.05,184.1,184.93,1946054.0,184.6669,8548,0.011320135622880922
2014-11-03,VOO,185.2,185.62,184.6,185.04,2270191.0,185.0812,9859,0.0005948196614935508
2014-11-04,VOO,184.56,184.85,183.45,184.38,1639826.0,184.2132,6969,-0.003566796368352776
2014-11-05,VOO,185.74,185.78,184.74,185.59,1826531.0,185.2752,7878,0.006562533897385814
2014-11-06,VOO,185.57,186.38,184.9,186.34,1758588.0,185.8198,8519,0.004041166011099717
2014-11-07,VOO,186.34,186.68,185.8,186.5,1396431.0,186.3439,6951,0.0008586454867447468
2014-11-10,VOO,186.48,187.1014,186.27,187.06,1876380.0,186.8073,6568,0.0030026809651475528
2014-11-11,VOO,187.14,187.34,186.78,187.24,1031615.0,187.0236,4113,0.0009622580990056306
2014-11-12,VOO,186.49,187.28,186.46,187.09,2742896.0,186.9437,11610,-0.0008011108737449035
2014-11-13,VOO,187.24,187.84,186.38,187.26,1163532.0,187.0857,6607,0.0009086535891815739
2014-11-14,VOO,187.19,187.53,186.85,187.33,1464547.0,187.1966,6729,0.00037381181245343953
2014-11-17,VOO,186.93,187.59,186.76,187.43,584606.0,187.2112,3121,0.0005338173277105174
2014-11-18,VOO,187.48,188.82,187.48,188.51,1252557.0,188.309,5657,0.005762151203115851
2014-11-19,VOO,188.25,188.48,187.37,188.17,1880762.0,188.0442,6154,-0.0018036178452072171
2014-11-20,VOO,187.29,188.642,187.29,188.51,866774.0,188.2891,4876,0.0018068767603762748
2014-11-21,VOO,190.43,190.48,188.95,189.57,1586228.0,189.6406,3879,0.005623043870351729
2014-11-24,VOO,190.02,190.21,189.77,190.06,1365943.0,189.9353,5390,0.0025847971725483365
2014-11-25,VOO,190.34,190.56,189.66,190.0,1736748.0,190.065,7125,-0.00031568978217411114
2014-11-26,VOO,190.1,190.52,189.88,190.44,824409.0,190.2077,4344,0.002315789473684271
2014-11-28,VOO,190.3,190.63,189.7567,190.03,430233.0,190.1943,2225,-0.002152909052720031
2014-12-01,VOO,189.29,189.39,188.36,188.73,2083641.0,188.8303,7764,-0.0068410251012998025
2014-12-02,VOO,188.71,190.13,188.71,189.92,1446793.0,189.5903,5017,0.006305303873258117
2014-12-03,VOO,190.1,190.88,189.97,190.65,2240110.0,190.3967,9582,0.0038437236731256874
2014-12-04,VOO,190.35,190.99,189.57,190.46,1573043.0,190.2409,8435,-0.0009965906110673828
2014-12-05,VOO,190.65,191.1874,190.35,190.8,2215881.0,190.8794,9417,0.0017851517378977277
2014-12-08,VOO,190.35,190.83,188.85,189.5,1527759.0,189.7863,6071,-0.006813417190775772
2014-12-09,VOO,187.43,189.47,186.98,189.35,1763068.0,188.1109,6498,-0.0007915567282321678
2014-12-10,VOO,188.86,188.8628,186.1,186.3799,1749798.0,187.5994,7261,-0.015685767097966763
2014-12-11,VOO,186.98,189.068,186.81,187.25,1972643.0,188.2841,7973,0.0046684218630872465
2014-12-12,VOO,186.0,186.9,184.17,184.21,2614390.0,185.5774,10335,-0.016234979973297703
2014-12-15,VOO,185.26,185.72,182.2701,182.93,2801386.0,183.5345,13583,-0.0069485912816893425
2014-12-16,VOO,182.1,185.54,181.44,181.52,3836542.0,183.4752,18303,-0.007707866396982399
2014-12-17,VOO,181.97,185.55,181.8399,185.18,5588623.0,183.6843,25628,0.020163067430586157
2014-12-18,VOO,186.74,188.58,185.997,188.55,3820202.0,187.3503,13066,0.01819850955826774
2014-12-19,VOO,189.29,190.127,188.59,189.42,1800825.0,189.2236,8188,0.004614160700079362
2014-12-22,VOO,189.57,190.26,189.3447,190.26,3005823.0,189.7246,10435,0.0044345898004434225
2014-12-23,VOO,190.94,190.97,190.3,190.55,1926809.0,190.7046,7452,0.0015242300010513965
2014-12-24,VOO,190.81,191.05,190.5,190.53,952729.0,190.8631,3812,-0.0001049593282603789
2014-12-26,VOO,191.06,191.519,190.991,191.15,650339.0,191.3233,4004,0.0032540807221959067
2014-12-29,VOO,190.97,191.634,190.9,191.42,878645.0,191.4346,4776,0.0014125032696834516
2014-12-30,VOO,190.95,191.09,190.3,190.38,3224483.0,190.6879,11575,-0.005433079093093651
2014-12-31,VOO,190.75,190.91,188.38,188.4,1365995.0,189.7312,7175,-0.010400252127324205
2015-01-02,VOO,189.29,189.72,187.26,188.4,1864986.0,188.3193,8247,0.0
2015-01-05,VOO,187.26,187.41,184.66,185.09,2734710.0,185.498,14475,-0.017569002123142274
2015-01-06,VOO,185.37,185.88,182.355,183.27,2245280.0,183.9025,12625,-0.009833054189853585
2015-01-07,VOO,184.73,185.91,184.23,185.56,2305552.0,185.1321,13626,0.012495225623397221
2015-01-08,VOO,187.13,189.051,187.07,188.82,1740575.0,188.3381,7327,0.017568441474455687
2015-01-09,VOO,189.3,189.34,186.65,187.23,2525225.0,187.6333,11797,-0.008420718144264372
2015-01-12,VOO,187.46,187.6,185.19,185.84,1847548.0,186.0123,9471,-0.007424023927789292
2015-01-13,VOO,187.22,188.41,183.9,185.35,2158515.0,186.181,11398,-0.0026366767111494216
2015-01-14,VOO,183.1,184.399,182.11,184.26,5216290.0,183.2845,22101,-0.005880766118154912
2015-01-15,VOO,184.88,185.25,182.4,182.54,1940747.0,183.3077,11540,-0.009334635840659966
2015-01-16,VOO,182.31,185.08,182.0868,184.8,1472796.0,183.5463,9028,0.012380848033307856
2015-01-20,VOO,185.62,185.9,183.58,185.26,1637624.0,184.7642,11879,0.002489177489177319
2015-01-21,VOO,184.77,186.74,184.3,186.23,1586514.0,185.8143,8399,0.005235884702580185
2015-01-22,VOO,187.09,189.15,185.5966,189.08,6074860.0,188.0084,21044,0.015303656768512086
2015-01-23,VOO,188.72,189.02,187.79,188.04,3109762.0,188.4579,11722,-0.0055003173259996485
2015-01-26,VOO,187.79,188.51,186.933,188.41,2018019.0,187.9578,6299,0.001967666453946082
2015-01-27,VOO,186.14,187.18,185.02,185.9401,1979085.0,186.0509,14130,-0.013109176795286892
2015-01-28,VOO,187.27,187.32,183.35,183.49,2530752.0,185.2014,12032,-0.013176824149282451
2015-01-29,VOO,183.74,185.5299,182.21,185.27,4338151.0,183.695,15790,0.009700801133576853
2015-01-30,VOO,183.96,185.3799,182.63,182.99,2302466.0,183.7504,8651,-0.012306363685432031
2015-02-02,VOO,183.5,185.26,181.47,185.09,3397570.0,183.2316,16782,0.011476036941909351
2015-02-03,VOO,186.13,187.86,185.79,187.79,1435021.0,186.8074,6462,0.01458749797395864
2015-02-04,VOO,187.03,188.35,186.65,187.15,1861200.0,187.3399,8263,-0.0034080621971350755
2015-02-05,VOO,187.89,189.19,187.85,189.05,1033759.0,188.6886,5001,0.010152284263959421
2015-02-06,VOO,189.49,190.05,187.94,188.52,1454708.0,189.0178,6852,-0.002803491139910075
2015-02-09,VOO,187.81,188.59,187.22,187.66,2289295.0,188.0058,9929,-0.004561850201570183
2015-02-10,VOO,188.82,189.93,187.846,189.66,1798005.0,189.0482,8497,0.010657572205051702
2015-02-11,VOO,189.51,190.23,188.78,189.79,1744393.0,189.5611,7908,0.0006854370979647584
2015-02-12,VOO,190.7,191.65,190.47,191.55,2008347.0,191.1059,6350,0.009273407450339999
2015-02-13,VOO,191.72,192.44,191.46,192.39,1073112.0,191.995,5092,0.004385277995301307
2015-02-17,VOO,192.07,192.88,191.79,192.7,1700425.0,192.3661,6137,0.0016113103591663958
2015-02-18,VOO,192.28,192.78,192.0,192.74,1862950.0,192.3845,7250,0.00020757654385072932
2015-02-19,VOO,192.09,192.97,191.89,192.61,1017560.0,192.5329,6120,-0.0006744837605063836
2015-02-20,VOO,192.13,193.82,191.4498,193.78,1373953.0,192.7544,5185,0.006074450963085898
2015-02-23,VOO,193.49,193.73,193.03,193.73,1497711.0,193.3672,5507,-0.00025802456393853035
2015-02-24,VOO,193.69,194.49,193.43,194.3,1244211.0,194.0754,5906,0.0029422391988851437
2015-02-25,VOO,194.14,194.65,193.71,194.09,1983556.0,194.124,6425,-0.0010808028821410742
2015-02-26,VOO,193.99,194.15,193.21,193.87,994201.0,193.8329,4545,-0.0011334947704673137
2015-02-27,VOO,193.77,194.05,193.19,193.2,966623.0,193.633,4138,-0.0034559240728323504
2015-03-02,VOO,193.31,194.47,193.3,194.47,1016560.0,194.0274,5505,0.006573498964803415
2015-03-03,VOO,193.96,194.021,192.69,193.64,1388104.0,193.3687,5700,-0.004268010490049989
2015-03-04,VOO,193.0,193.05,191.73,192.83,1497509.0,192.5921,6524,-0.0041830200371822945
2015-03-05,VOO,193.15,193.33,192.48,193.04,1135838.0,193.0205,5679,0.0010890421614893064
2015-03-06,VOO,192.0,192.55,189.94,190.31,1815633.0,191.1695,10436,-0.01414214670534597
2015-03-09,VOO,190.52,191.47,190.42,191.12,1132034.0,190.996,5303,0.00425621354631911
2015-03-10,VOO,189.57,189.632,187.97,187.98,2390450.0,188.7292,10442,-0.016429468396818803
2015-03-11,VOO,188.26,188.47,187.47,187.54,1857468.0,188.0238,6217,-0.002340674539844656
2015-03-12,VOO,188.21,190.0,188.2,189.96,2646859.0,189.4305,9881,0.012903913831715963
2015-03-13,VOO,189.68,189.79,187.62,188.8,1792236.0,188.5875,8391,-0.00610654874710459
